measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,200,Republic of Benin,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,1648.2879793367488,2315.230656861282,1197.4762800453775
1,Deaths,205,Republic of Côte d'Ivoire,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,6560.543714241886,8404.275304661876,4885.484330524727
1,Deaths,207,Republic of Ghana,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,5701.895850346252,7751.425397415837,4215.278731399209
1,Deaths,201,Burkina Faso,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,3286.001686654379,4166.40527993196,2501.209329912569
1,Deaths,203,Republic of Cabo Verde,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,119.786620773664,159.31341862409118,87.12003398412915
1,Deaths,204,Republic of Chad,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,4197.997861825265,5522.25930684529,3116.81963713998
1,Deaths,206,Republic of the Gambia,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,673.4334350014522,881.5034554966287,510.2606933474664
1,Deaths,210,Republic of Liberia,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,1146.6923342084422,1494.480453854375,851.0308688900757
1,Deaths,208,Republic of Guinea,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,4201.68963064423,5508.998726661701,3160.625499088005
1,Deaths,209,Republic of Guinea-Bissau,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,382.53762904682026,538.4649463091351,268.2916354244324
1,Deaths,211,Republic of Mali,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,4819.841140328564,6123.386913048948,3645.946936341015
1,Deaths,213,Republic of the Niger,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,4315.43916990682,5660.715973625626,3255.561013795562
1,Deaths,216,Republic of Senegal,3,Both,22,All ages,294,All causes,98,Tobacco,1,Number,2023,3279.3647805500445,3984.685602455708,2617.4826492807624
